,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
261,Araouane,18.9048,-3.5265,66.63,23,0,10.98,ML,1611975600
262,Najrān,17.4924,44.1277,57.2,41,6,2.84,SA,1611975600
263,Pisco,-13.7,-76.2167,70.27,76,40,1.34,PE,1611975600
264,Tigil',57.8,158.6667,-2.38,91,99,8.63,RU,1611975600
265,North Bend,43.4065,-124.2243,44.46,84,95,13.2,US,1611975600
266,Townsville,-19.25,146.8,86.14,59,64,9.44,AU,1611975600
267,Baykit,61.67,96.37,-38.56,75,94,4.36,RU,1611975600
268,Aklavik,68.2191,-135.0107,-32.48,79,84,1.14,CA,1611975600
269,Hualmay,-11.0964,-77.6139,71.19,77,46,7.67,PE,1611975600
270,Fortuna,40.5982,-124.1573,47.25,77,86,7.87,US,1611975600
271,Laichow,37.1717,119.9214,43.34,68,0,0.98,CN,1611975600
272,Kasane,-17.8167,25.15,66.99,97,99,3.15,BW,1611975600
273,Rocha,-34.4833,-54.3333,67.93,83,31,3.65,UY,1611975600
274,Pozo Colorado,-23.4923,-58.7972,79.65,76,89,9.06,PY,1611975600
275,Lata,40.1629,-8.3327,55.38,93,100,10.4,PT,1611975600
276,Corinth,37.9407,22.9573,50.29,74,87,4.23,GR,1611975600
277,Sindor,62.8629,51.8905,18.32,96,100,11.43,RU,1611975600
278,Port-Gentil,-0.7193,8.7815,80.38,82,100,12.01,GA,1611975600
279,Kamenka,51.3223,42.7678,33.39,95,97,24.74,RU,1611975600
280,Iqaluit,63.7506,-68.5145,-8.05,79,1,16.53,CA,1611975600
281,Alofi,-19.0595,-169.9187,79.09,85,100,13.76,NU,1611975600
282,Villazón,-22.0866,-65.5942,54.72,54,39,10.51,BO,1611975600
283,Måløy,61.9353,5.1136,33.78,89,85,22.48,NO,1611975600
284,Flinders,-34.5833,150.8552,77.63,84,91,7.7,AU,1611975600
285,Haines Junction,60.7522,-137.5108,1.69,83,100,1.52,CA,1611975600
286,Kununurra,-15.7667,128.7333,88.11,72,86,14.83,AU,1611975600
287,Hofn,64.2539,-15.2082,31.17,84,58,5.73,IS,1611975600
288,Vila Velha,-20.3297,-40.2925,77.5,80,16,8.43,BR,1611975600
289,Zakamensk,50.3741,103.2863,11.91,87,62,2.62,RU,1611975600
290,Lakatoro,-16.0999,167.4164,83.01,75,87,13.73,VU,1611975600
291,Kūhdasht,33.535,47.6061,42.69,89,71,6.93,IR,1611975600
292,Zapolyarnyy,69.4154,30.8136,9.09,90,100,6.24,RU,1611975600
293,Mirny,62.5353,113.9611,-44.09,77,80,3.2,RU,1611975600
294,Cururupu,-1.8283,-44.8683,77.61,85,94,4.05,BR,1611975600
295,Morón,-34.6534,-58.6198,77.81,63,18,4.59,AR,1611975600
296,Goderich,43.7501,-81.7165,25.97,78,100,14.56,CA,1611975600
297,Tatvan,38.5067,42.2817,26.11,95,99,6.76,TR,1611975600
298,Ust-Nera,64.5667,143.2,-15.12,80,100,3.49,RU,1611975600
299,Port Macquarie,-31.4333,152.9167,79.34,74,91,12.97,AU,1611975600
300,Dandong,40.1292,124.3947,20.03,92,40,9.44,CN,1611975600
301,Jiayuguan City,39.8167,98.3,24.8,67,0,1.61,CN,1611975600
302,Cabo San Lucas,22.8909,-109.9124,71.91,71,21,9.57,MX,1611975600
303,Maputo,-25.9653,32.5892,75.61,93,40,4.76,MZ,1611975600
304,Mitú,1.1983,-70.1733,77.11,80,73,1.9,CO,1611975600
305,Calabozo,8.9242,-67.4293,81.32,49,74,8.72,VE,1611975600
306,Caborca,30.5838,-111.101,58.42,60,6,19.17,MX,1611975600
307,Rutul,41.5357,47.4239,36.5,82,95,5.06,RU,1611975600
308,Mount Gambier,-37.8333,140.7667,65.1,66,95,7.81,AU,1611975600
309,Bulanash,57.2783,61.9965,9.75,95,94,7.52,RU,1611975600
310,Rock Sound,24.9,-76.2,68.52,69,87,15.46,BS,1611975600
311,Ciudad Mante,22.7333,-98.9667,70.11,72,63,5.61,MX,1611975600
312,Vila,42.0304,-8.1588,45.97,98,98,11.41,PT,1611975600
313,Inuvik,68.3499,-133.7218,-30.73,75,38,1.45,CA,1611975600
314,Subirana,15.2,-87.45,67.44,84,82,2.26,HN,1611975600
315,Loncoche,-39.3667,-72.6333,56.7,78,59,0.6,CL,1611975600
316,Waipawa,-41.4122,175.5153,59.92,58,24,11.23,NZ,1611975600
317,Pacific Grove,36.6177,-121.9166,50.29,70,32,3.18,US,1611975600
318,Mountain Home,43.133,-115.6912,36.66,83,80,9.06,US,1611975600
319,Nome,64.5011,-165.4064,-8.9,72,20,6.22,US,1611975600
320,Tamandaré,-8.7597,-35.1047,77.7,84,100,9.73,BR,1611975600
321,Zaraza,9.3503,-65.3245,74.75,75,62,8.72,VE,1611975600
322,Nhulunbuy,-12.2333,136.7667,88.81,65,22,12.5,AU,1611975600
323,Beringovskiy,63.05,179.3167,-16.17,83,4,9.37,RU,1611975600
324,Shitanjing,39.2342,106.3439,28.06,74,0,20.4,CN,1611975600
325,Portland,45.5234,-122.6762,43.74,75,87,5.48,US,1611975600
326,Jarosław,50.0162,22.6778,28.81,96,99,5.55,PL,1611975600
327,Sidi Ali,36.0998,0.4206,56.3,80,1,8.01,DZ,1611975600
328,Keetmanshoop,-26.5833,18.1333,76.5,19,1,3.42,NA,1611975600
329,Tiarei,-17.5333,-149.3333,83.73,60,75,5.26,PF,1611975600
330,Ulfborg,56.2673,8.3217,28.04,88,42,3.98,DK,1611975600
331,Nosy Varika,-20.5833,48.5333,76.44,85,49,3.87,MG,1611975600
332,Port Hedland,-20.3167,118.5667,92.44,52,75,5.23,AU,1611975600
333,Huarmey,-10.0681,-78.1522,71.35,77,60,7.0,PE,1611975600
334,Peleduy,59.6289,112.7406,-38.49,76,58,4.23,RU,1611975600
335,Hamilton,39.1834,-84.5333,26.56,78,1,3.47,US,1611975600
336,Maracaçumé,-2.0428,-45.9592,74.98,90,99,3.89,BR,1611975600
337,Biryukove,47.9563,39.7384,35.64,89,69,20.07,UA,1611975600
338,Atambua,-9.1061,124.8925,78.49,86,100,10.74,ID,1611975600
339,West Plains,36.7281,-91.8524,36.91,74,39,9.78,US,1611975600
340,Frome,51.2283,-2.3221,43.2,93,100,14.25,GB,1611975600
341,Anchorage,61.2181,-149.9003,19.02,84,94,6.26,US,1611975600
342,Krasnosel'kup,65.7,82.4667,-34.58,79,14,2.42,RU,1611975600
343,Danielskuil,-28.1887,23.5395,66.34,45,78,6.15,ZA,1611975600
344,Shanghai,31.2222,121.4581,50.97,57,0,4.54,CN,1611975600
345,Torgau,51.5667,13.0,38.14,94,95,14.5,DE,1611975600
346,Gizo Government Station,-8.103,156.8419,86.81,73,57,14.47,SB,1611975600
347,Saint Anthony,45.0205,-93.218,22.32,78,49,11.59,US,1611975600
348,Cabedelo,-6.9811,-34.8339,79.61,79,73,11.68,BR,1611975600
349,Oskarshamn,57.2645,16.4484,20.34,94,100,9.06,SE,1611975600
350,Bilma,18.6853,12.9164,59.56,30,23,7.36,NE,1611975600
351,Suileng,47.25,127.0833,-7.71,87,48,7.7,CN,1611975600
352,Neryungri,56.6709,124.6491,-33.72,78,100,2.35,RU,1611975600
353,Tawang Town,27.5833,91.8667,37.9,62,0,2.44,IN,1611975600
354,Gafanha da Encarnação,40.6181,-8.733,57.16,91,84,13.65,PT,1611975600
355,Şabyā,17.1495,42.6254,74.98,82,30,3.65,SA,1611975600
356,Preobrazheniye,42.9019,133.9064,20.07,76,54,12.28,RU,1611975600
357,Lima,-12.0432,-77.0282,72.91,72,49,5.91,PE,1611975600
358,Nerchinskiy Zavod,51.3088,119.61,-24.81,83,0,1.57,RU,1611975600
359,Aksarka,66.5606,67.7975,-41.24,79,40,3.62,RU,1611975600
360,Roald,62.5833,6.1333,36.34,78,87,18.7,NO,1611975600
361,Yarmouth,41.7057,-70.2286,25.59,80,95,22.15,US,1611975600
362,Sistranda,63.7256,8.834,36.82,82,79,16.98,NO,1611975600
363,Thinadhoo,0.5333,72.9333,81.93,75,96,12.26,MV,1611975600
364,Taltal,-25.4,-70.4833,64.2,74,14,1.3,CL,1611975600
365,Souillac,-20.5167,57.5167,79.52,82,24,10.65,MU,1611975600
366,Rome,43.2128,-75.4557,1.63,78,71,1.41,US,1611975600
367,Srednekolymsk,67.45,153.6833,-31.65,84,100,1.74,RU,1611975600
368,Paita,-5.0892,-81.1144,75.47,73,27,12.41,PE,1611975600
369,Florida,28.7505,-82.5001,50.41,62,1,6.24,US,1611975600
370,Kapoeta,4.7717,33.5903,82.0,31,72,9.53,SS,1611975600
371,Korostyshiv,50.3172,29.0563,21.63,96,44,4.63,UA,1611975600
372,Žemaičių Naumiestis,55.3592,21.7022,26.83,98,82,4.9,LT,1611975600
373,Chihuahua,28.5,-106.0,68.83,31,64,23.62,MX,1611975600
374,Farafangana,-22.8167,47.8333,76.68,87,7,5.21,MG,1611975600
375,Yar-Sale,66.8333,70.8333,-39.05,82,21,3.87,RU,1611975600
376,Monywa,22.1167,95.1333,73.44,58,0,7.4,MM,1611975600
377,Deep River,46.1001,-77.4995,0.48,81,16,5.14,CA,1611975600
378,Kovdor,67.5662,30.4758,5.76,95,99,4.05,RU,1611975600
379,Alta Floresta,-9.8756,-56.0861,72.97,94,95,1.34,BR,1611975600
380,Anadyr,64.75,177.4833,-22.31,79,0,5.19,RU,1611975600
381,Brzesko,49.9691,20.6061,28.92,96,100,5.66,PL,1611975600
382,Eureka,40.8021,-124.1637,47.73,76,91,7.96,US,1611975600
383,Flagstaff,35.1981,-111.6513,25.92,88,91,17.05,US,1611975600
384,Kalabo,-14.97,22.6814,67.95,93,100,4.07,ZM,1611975600
385,Andenes,69.3143,16.1194,23.7,84,37,11.3,NO,1611975600
386,Tabas,33.5959,56.9244,53.91,29,60,6.85,IR,1611975600
387,Porbandar,21.6422,69.6093,62.78,33,27,13.53,IN,1611975600
388,Katsuura,35.1333,140.3,44.44,39,10,8.5,JP,1611975600
389,Turukhansk,65.8167,87.9833,-29.92,77,98,6.08,RU,1611975600
390,Pyaozerskiy,65.8333,31.1667,10.76,95,100,10.78,RU,1611975600
391,Lázaro Cárdenas,17.9583,-102.2,79.27,70,100,3.78,MX,1611975600
392,Nanortalik,60.1432,-45.2371,32.11,91,98,8.03,GL,1611975600
393,Puerto Colombia,10.9878,-74.9547,79.23,71,20,29.84,CO,1611975600
394,Burns Lake,54.2331,-125.7533,7.39,89,100,2.66,CA,1611975600
395,San Patricio,28.017,-97.5169,65.14,73,75,10.87,US,1611975600
396,Whyalla,-33.0333,137.5833,71.55,56,94,15.82,AU,1611975600
397,Comodoro Rivadavia,-45.8667,-67.5,57.96,59,0,1.86,AR,1611975600
398,Yerbogachën,61.2767,108.0108,-40.47,79,53,7.16,RU,1611975600
399,Avallon,47.4833,3.9,48.07,91,93,11.56,FR,1611975600
400,Noyabrsk,63.1994,75.4507,-42.39,81,18,3.22,RU,1611975600
401,Rawson,-43.3002,-65.1023,57.42,55,8,12.59,AR,1611975600
402,Dudinka,69.4058,86.1778,-36.87,77,3,4.0,RU,1611975600
403,Pachino,36.7186,15.0907,57.61,94,66,20.2,IT,1611975600
404,Novosergiyevka,52.0934,53.6528,27.12,98,96,2.91,RU,1611975600
405,Columbus,39.9612,-82.9988,26.96,66,10,2.64,US,1611975600
406,Acoua,-12.7239,45.0582,80.08,79,69,2.8,YT,1611975600
407,Gōtsuchō,35.0,132.2167,45.68,57,45,20.65,JP,1611975600
408,Sinnamary,5.3833,-52.95,77.09,88,96,13.11,GF,1611975600
409,Puerto Baquerizo Moreno,-0.9,-89.6,77.29,83,47,9.53,EC,1611975600
410,Tezu,27.9167,96.1667,68.97,31,39,2.59,IN,1611975600
411,Haldia,22.0605,88.1097,66.61,36,9,11.48,IN,1611975600
412,Makakilo City,21.3469,-158.0858,75.72,63,46,19.22,US,1611975600
413,Marshall,34.3834,-86.3333,36.59,65,1,3.6,US,1611975600
414,Korla,41.7597,86.1469,24.93,80,0,3.65,CN,1611975600
415,Namanyere,-7.5167,31.05,58.75,89,73,4.03,TZ,1611975600
416,Salina,38.8403,-97.6114,42.08,82,49,14.72,US,1611975600
417,Le Port,-20.9373,55.2919,79.92,65,3,6.33,RE,1611975600
418,Bidhūna,26.8022,79.5088,50.67,52,0,7.47,IN,1611975600
419,Bereda,43.2686,-7.5406,48.87,95,84,8.34,ES,1611975600
420,Waingapu,-9.6567,120.2641,84.61,76,96,17.52,ID,1611975600
421,Ajdabiya,30.7554,20.2263,58.05,64,5,11.05,LY,1611975600
422,Malanville,11.8685,3.3899,71.49,22,0,7.76,BJ,1611975600
423,Sault Ste. Marie,46.5168,-84.3333,14.18,81,51,2.98,CA,1611975600
424,Qaqortoq,60.7167,-46.0333,38.3,58,86,10.76,GL,1611975600
425,Karpogory,64.0019,44.4451,20.14,97,100,8.1,RU,1611975600
426,Roth,49.245,11.0911,41.94,87,60,12.12,DE,1611975600
427,Quatre Cocos,-20.2078,57.7625,79.93,81,26,9.95,MU,1611975600
428,Seoul,37.5683,126.9778,33.78,82,73,2.55,KR,1611975600
429,Yulara,-25.2406,130.9889,82.9,40,87,19.55,AU,1611975600
430,Wanning,18.8003,110.3967,70.86,82,75,11.25,CN,1611975600
431,Syamzha,60.0158,41.0614,17.8,97,100,7.9,RU,1611975600
432,Tura,25.5198,90.2201,64.96,47,0,2.84,IN,1611975600
433,Santa Cruz de la Sierra,-17.8,-63.1667,74.68,88,95,11.1,BO,1611975600
434,Verāval,20.9,70.3667,66.47,29,70,14.03,IN,1611975600
435,Kharan,28.5833,65.4167,50.0,31,13,2.42,PK,1611975600
436,Bichura,50.5881,107.6022,6.6,90,100,2.71,RU,1611975600
437,Rotterdam,51.9225,4.4792,36.0,84,95,10.94,NL,1611975600
438,Noumea,-22.2763,166.4572,83.07,60,45,16.96,NC,1611975600
439,Calimete,22.5333,-80.9061,65.12,69,37,7.05,CU,1611975600
440,Payo,-3.7508,103.6372,77.34,90,99,4.32,ID,1611975600
441,Gamba,-2.65,10.0,78.06,87,100,6.8,GA,1611975600
442,Marawi,7.9986,124.2928,78.08,74,74,7.4,PH,1611975600
443,Vinukonda,16.05,79.75,73.11,84,30,1.34,IN,1611975600
444,Chipinge,-20.1883,32.6236,63.45,100,93,3.44,ZW,1611975600
445,Puerto Carreño,6.189,-67.4859,82.76,56,97,11.3,CO,1611975600
446,Kahului,20.8947,-156.47,73.8,65,44,16.8,US,1611975600
447,Pyapon,16.2833,95.6833,83.53,70,4,3.27,MM,1611975600
448,Tiznit Province,29.5833,-9.5,59.38,50,0,0.45,MA,1611975600
449,Temozon,20.8,-88.2167,68.63,73,30,3.58,MX,1611975600
450,Hearst,49.6835,-83.6665,-7.51,88,98,3.2,CA,1611975600
451,Coahuayana Viejo,18.7333,-103.6833,76.1,68,69,1.52,MX,1611975600
452,Narasannapeta,18.4167,84.05,76.26,76,8,3.58,IN,1611975600
453,Pāvugada,14.1,77.2667,71.76,53,16,5.91,IN,1611975600
454,Sobolevo,54.4299,31.8996,23.23,97,100,13.06,RU,1611975600
455,Coyhaique,-45.5752,-72.0662,47.37,71,0,3.11,CL,1611975600
456,Buchanan,5.8808,-10.0467,78.28,90,35,4.68,LR,1611975600
457,Kralendijk,12.15,-68.2667,78.58,75,40,17.13,BQ,1611975600
458,Presidente Olegário,-18.4178,-46.4181,66.87,37,99,2.04,BR,1611975600
459,Lagoa,39.05,-27.9833,59.79,80,66,19.1,PT,1611975600
460,Paraty,-23.2178,-44.7131,80.51,65,100,3.4,BR,1611975600
461,Aranos,-24.1333,19.1167,74.7,47,92,4.0,NA,1611975600
462,Phek,25.6667,94.5,52.48,81,0,0.31,IN,1611975600
463,Camacha,33.0833,-16.3333,60.35,90,77,11.05,PT,1611975600
464,Okha,53.5739,142.9478,-0.58,87,99,11.56,RU,1611975600
465,La Rioja,42.25,-2.5,43.43,93,48,1.52,ES,1611975600
466,Shambu,9.5667,37.1,51.89,49,65,2.59,ET,1611975600
467,Kuliyapitiya,7.4688,80.0401,79.0,85,24,7.58,LK,1611975600
468,Port Hardy,50.6996,-127.4199,41.02,85,95,20.87,CA,1611975600
469,Berkakit,56.5807,124.7681,-34.94,80,99,2.57,RU,1611975600
470,Borba,-4.3878,-59.5939,74.82,97,71,1.86,BR,1611975600
471,Eilat,29.5581,34.9482,45.64,69,6,2.19,IL,1611975600
472,Bonthe,7.5264,-12.505,77.58,87,1,3.74,SL,1611975600
473,Tabuk,17.4189,121.4443,68.04,85,87,7.56,PH,1611975600
474,Kismayo,-0.3582,42.5454,76.5,82,5,14.14,SO,1611975600
475,Nishihara,26.1842,127.7558,61.12,49,31,11.48,JP,1611975600
476,Argir,61.9959,-6.7715,34.7,74,80,10.04,FO,1611975600
477,Ancud,-41.8697,-73.8203,51.91,77,0,4.74,CL,1611975600
478,Ijuí,-28.3878,-53.9147,71.28,93,11,8.61,BR,1611975600
479,Villa Guerrero,18.8667,-99.65,62.69,42,75,3.67,MX,1611975600
480,Yalta,44.5,34.1667,44.47,73,100,16.73,UA,1611975600
481,Hambantota,6.1241,81.1185,78.84,88,13,8.1,LK,1611975600
482,Ballina,-28.8667,153.5667,80.02,68,42,5.95,AU,1611975600
483,Mataram,-8.5833,116.1167,82.06,82,86,3.38,ID,1611975600
484,Edd,13.9297,41.6925,74.16,37,0,9.19,ER,1611975600
485,Champerico,14.3,-91.9167,79.32,77,56,6.44,GT,1611975600
486,Garden City,42.3256,-83.331,19.6,76,10,2.64,US,1611975600
487,Ratnagiri,16.9833,73.3,75.67,50,48,3.71,IN,1611975600
488,Kargopol',61.5071,38.9456,14.77,97,99,5.01,RU,1611975600
489,Phuthaditjhaba,-28.5242,28.8158,60.04,84,98,2.66,ZA,1611975600
490,Faya,18.3851,42.4509,52.39,41,0,0.51,SA,1611975600
491,Ridgecrest,35.6225,-117.6709,48.18,46,10,6.85,US,1611975600
492,Jalu,29.0331,21.5482,54.09,71,0,10.18,LY,1611975600
493,Kaeo,-35.1,173.7833,70.25,58,53,11.63,NZ,1611975600
494,Billings Metropolitan Area,45.7833,-108.5007,36.21,67,87,2.28,US,1611975600
495,Cocachacra,-17.0883,-71.7575,69.03,77,5,2.35,PE,1611975600
496,Yangi Marg`ilon,40.4272,71.7189,30.69,74,46,0.72,UZ,1611975600
497,Lypova Dolyna,50.5643,33.7979,23.68,97,78,9.53,UA,1611975600
498,Safaga,26.7292,33.9365,57.51,52,0,11.12,EG,1611975600
499,Bose,45.4612,8.0137,41.5,65,13,4.32,IT,1611975600
500,Mount Isa,-20.7333,139.5,98.31,26,75,9.35,AU,1611975600
501,Vanavara,60.34,102.2797,-37.73,78,51,9.35,RU,1611975600
502,Great Falls,47.5002,-111.3008,32.32,90,93,1.83,US,1611975600
503,College,64.8569,-147.8028,-1.23,84,69,3.18,US,1611975600
504,Broome,42.2506,-75.833,6.33,86,82,3.18,US,1611975600
505,Grand Gaube,-20.0064,57.6608,80.91,80,1,13.09,MU,1611975600
506,Marzuq,14.4,46.4667,56.17,37,0,1.99,YE,1611975600
507,Kitui,-1.367,38.0106,61.72,89,0,2.13,KE,1611975600
508,Río Gallegos,-51.6226,-69.2181,48.49,63,59,22.79,AR,1611975600
509,Berlevåg,70.8578,29.0864,24.69,95,100,16.51,NO,1611975600
510,Mozarlândia,-14.7447,-50.5706,74.28,85,91,2.19,BR,1611975600
511,Moerai,-22.4333,-151.3333,81.09,69,6,13.35,PF,1611975600
512,Nsanje,-16.92,35.262,74.35,95,100,2.55,MW,1611975600
513,Palmer,42.1584,-72.3287,11.05,68,10,7.34,US,1611975600
514,Saint-Michel-des-Saints,46.6834,-73.9159,-5.48,89,78,5.7,CA,1611975600
515,Ojinaga,29.5667,-104.4167,64.71,38,24,3.02,MX,1611975600
516,Sabinas,27.85,-101.1167,64.18,67,0,11.32,MX,1611975600
517,Shingū,33.7333,135.9833,46.54,51,20,10.13,JP,1611975600
518,Piteå,65.3172,21.4794,2.14,89,94,11.27,SE,1611975600
519,Katangli,51.7102,143.2326,0.63,92,100,15.9,RU,1611975600
520,Canutama,-6.5339,-64.3831,74.89,96,100,3.15,BR,1611975600
521,Puerto del Rosario,28.5004,-13.8627,65.16,83,46,10.87,ES,1611975600
